,Unnamed: 0,accNowDelinq,accOpenPast24Mths,acceptD,addrState,addrZip,allUtil,annualInc,annualIncJoint,applicationType,avgCurBal,bcOpenToBuy,bcUtil,chargeoffWithin12Mths,collections12MthsExMed,creditPullD,delinq2Yrs,delinqAmnt,desc,disbursementMethod,dti,dtiJoint,earliestCrLine,empLength,empTitle,expD,expDefaultRate,ficoRangeHigh,ficoRangeLow,fundedAmount,grade,homeOwnership,housingPayment,iLUtil,id,ilsExpD,initialListStatus,inqFi,inqLast12m,inqLast6Mths,installment,intRate,investorCount,isIncV,isIncVJoint,listD,loanAmount,maxBalBc,memberId,moSinOldIlAcct,moSinOldRevTlOp,moSinRcntRevTlOp,moSinRcntTl,mortAcc,mtgPayment,mthsSinceLastDelinq,mthsSinceLastMajorDerog,mthsSinceLastRecord,mthsSinceRcntIl,mthsSinceRecentBc,mthsSinceRecentBcDlq,mthsSinceRecentInq,mthsSinceRecentRevolDelinq,numAcctsEver120Ppd,numActvBcTl,numActvRevTl,numBcSats,numBcTl,numIlTl,numOpRevTl,numRevAccts,numRevTlBalGt0,numSats,numTl120dpd2m,numTl30dpd,numTl90gDpd24m,numTlOpPast12m,openAcc,openAcc6m,openActIl,openIl12m,openIl24m,openRv12m,openRv24m,pctTlNvrDlq,percentBcGt75,pubRec,pubRecBankruptcies,purpose,reviewStatus,reviewStatusD,revolBal,revolBalJoint,revolUtil,secAppChargeoffWithin12Mths,secAppCollections12MthsExMed,secAppEarliestCrLine,secAppFicoRangeHigh,secAppFicoRangeLow,secAppInqLast6Mths,secAppMortAcc,secAppMthsSinceLastMajorDerog,secAppNumRevAccts,secAppOpenAcc,secAppOpenActIl,secAppRevolUtil,serviceFeeRate,subGrade,taxLiens,term,totCollAmt,totCurBal,totHiCredLim,totalAcc,totalBalExMort,totalBalIl,totalBcLimit,totalCuTl,totalIlHighCreditLimit,totalRevHiLim
19,19,0,0,2018-04-30T14:33:07.000-07:00,NY,104xx,43.5,60000.0,120000.0,JOINT,2039,7171.0,74.5,0,0,2018-04-30T08:58:36.000-07:00,3,0.0,,CASH,35.24,17.87,1991-01-29T16:00:00.000-08:00,120.0,Office Manager,2018-05-31T10:00:00.000-07:00,11.12,684,680,3650.0,D,RENT,100.0,36.5,132512589,2018-05-01T10:00:00.000-07:00,F,0,0,0,218.28,18.45,,SOURCE_VERIFIED,NOT_VERIFIED,2018-05-01T10:00:00.000-07:00,6000.0,6467.0,148870632,81.0,327,54,31,0,0.0,2.0,23.0,,31.0,56.0,,,,2,8,14,8,8,7,16,21,14,20,0.0,0,2,0,20,0,4,0,0,0,0,89,50.0,0,0,car,APPROVED,2018-05-01T08:09:02.000-07:00,24271.0,25089.0,49.2,0.0,0.0,2012-06-29T17:00:00.000-07:00,674.0,670.0,2.0,0.0,,2.0,2.0,0.0,35.6,1.36,D2,0,36,0,38743,88991,28,38743,14472.0,28100,1,39691,49300
20,20,0,6,2018-04-30T17:29:02.000-07:00,CA,949xx,74.8,31000.0,,INDIVIDUAL,3904,,,0,0,2018-04-30T17:26:19.000-07:00,0,0.0,,CASH,23.73,,2008-02-29T16:00:00.000-08:00,0.0,CNA,2018-05-31T10:00:00.000-07:00,6.8,679,675,1500.0,C,RENT,500.0,83.9,132540590,2018-05-01T10:00:00.000-07:00,F,1,1,1,136.85,14.07,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,4000.0,0.0,148904522,122.0,120,3,3,0,0.0,,,,8.0,,,2.0,,0,0,1,0,3,6,3,11,1,5,0.0,0,0,4,5,1,2,1,3,3,3,94,,0,0,debt_consolidation,APPROVED,2018-05-01T08:27:40.000-07:00,121.0,,4.0,,,,,,,,,,,,,1.13,C3,0,36,5340,19518,26106,17,19518,19397.0,0,2,23106,3000
21,21,0,10,2018-05-01T08:40:15.000-07:00,IN,478xx,76.9,65000.0,,INDIVIDUAL,3696,6339.0,66.8,0,0,2018-04-23T18:37:49.000-07:00,0,0.0,,CASH,28.58,,2007-12-23T16:00:00.000-08:00,48.0,Tower Foreman ,2018-05-31T10:00:00.000-07:00,15.63,669,665,17125.0,E,RENT,500.0,87.9,132156129,2018-05-01T10:00:00.000-07:00,F,1,4,1,562.67,22.9,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,20000.0,5406.0,148306393,65.0,124,2,2,0,0.0,,,,3.0,2.0,,2.0,,0,6,11,9,9,12,15,17,11,17,0.0,0,0,4,17,3,2,2,5,2,5,100,44.4,0,0,debt_consolidation,APPROVED,2018-05-01T08:44:49.000-07:00,23143.0,,75.4,,,,,,,,,,,,,1.26,E1,0,60,0,59134,70727,29,59134,35991.0,19100,7,40027,30700
22,22,0,13,2018-04-30T19:02:37.000-07:00,GA,302xx,63.1,42000.0,,INDIVIDUAL,2369,9572.0,27.5,0,0,2018-04-30T18:48:41.000-07:00,0,0.0,,CASH,22.23,,2011-04-30T17:00:00.000-07:00,48.0,Correctional Officer,2018-05-31T10:00:00.000-07:00,6.8,704,700,2075.0,C,RENT,500.0,96.2,132541812,2018-05-01T10:00:00.000-07:00,F,1,3,2,173.43,15.04,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,5000.0,3268.0,148905804,35.0,84,1,1,0,0.0,58.0,58.0,,3.0,1.0,58.0,0.0,58.0,4,4,8,8,11,3,14,21,8,15,0.0,0,0,7,15,5,1,1,1,6,12,94,12.5,0,0,debt_consolidation,APPROVED,2018-05-01T09:00:16.000-07:00,4423.0,,18.4,,,,,,,,,,,,,1.13,C4,0,36,0,35542,56365,24,35542,31119.0,13200,0,32365,24000
23,23,0,3,2018-04-30T11:43:28.000-07:00,RI,028xx,74.0,32000.0,92000.0,JOINT,2237,2877.0,75.2,0,0,2018-04-30T11:35:20.000-07:00,0,0.0,,CASH,6.26,7.08,2014-05-29T17:00:00.000-07:00,36.0,Wait staff,2018-05-31T10:00:00.000-07:00,11.12,709,705,6875.0,D,OWN,,,132529170,2018-05-01T10:00:00.000-07:00,F,0,1,1,381.13,21.85,,NOT_VERIFIED,NOT_VERIFIED,2018-05-01T10:00:00.000-07:00,10000.0,7410.0,148892994,,47,1,1,0,0.0,,,,,1.0,,5.0,,0,2,3,3,3,0,4,4,3,4,0.0,0,0,3,4,3,0,0,0,3,3,100,33.3,0,0,debt_consolidation,APPROVED,2018-05-01T07:43:44.000-07:00,8949.0,10655.0,74.0,0.0,0.0,2008-12-29T16:00:00.000-08:00,639.0,635.0,0.0,0.0,,3.0,5.0,1.0,60.9,1.36,D5,0,36,0,8949,12100,4,8949,0.0,11600,0,0,12100
24,24,0,1,2018-04-30T18:34:11.000-07:00,DC,200xx,68.4,40000.0,,INDIVIDUAL,4968,1327.0,69.8,0,1,2018-04-30T18:23:43.000-07:00,2,0.0,,CASH,27.33,,1993-12-31T16:00:00.000-08:00,36.0,Nurse,2018-05-31T10:00:00.000-07:00,11.12,674,670,3850.0,D,RENT,800.0,67.9,132540780,2018-05-01T10:00:00.000-07:00,F,1,2,1,266.8,21.85,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,7000.0,2972.0,148904731,135.0,292,4,4,0,0.0,18.0,18.0,,31.0,39.0,28.0,4.0,18.0,3,2,4,4,5,9,9,17,4,12,0.0,0,2,1,12,1,3,0,0,1,1,74,25.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:21:58.000-07:00,5426.0,,69.6,,,,,,,,,,,,,1.36,D5,0,36,0,54643,54845,27,54643,49217.0,4400,0,47045,7800
25,25,0,6,2018-05-01T07:42:37.000-07:00,PA,193xx,72.8,95000.0,,INDIVIDUAL,36259,126.0,82.0,0,0,2018-05-01T07:37:14.000-07:00,1,0.0,,CASH,27.12,,2004-03-31T16:00:00.000-08:00,72.0,Clinical Dietitian ,2018-05-31T10:00:00.000-07:00,6.8,674,670,2400.0,C,MORTGAGE,2300.0,75.0,132567598,2018-05-01T10:00:00.000-07:00,F,1,3,0,187.64,12.61,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,5600.0,574.0,148921665,143.0,169,7,7,8,2231.71,5.0,,,15.0,7.0,,7.0,,0,1,3,1,7,12,6,14,3,12,0.0,0,0,3,12,0,5,0,1,3,5,94,100.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:43:49.000-07:00,16814.0,,67.8,,,,,,,,,,,,,1.13,C1,0,36,0,435106,477375,34,59294,42480.0,700,0,56605,24800
26,26,0,2,2018-05-01T05:51:01.000-07:00,MA,015xx,48.6,87000.0,,INDIVIDUAL,21922,29914.0,7.1,0,0,2018-05-01T05:49:34.000-07:00,1,0.0,,CASH,23.21,,1996-09-30T17:00:00.000-07:00,120.0,IT Manager,2018-05-31T10:00:00.000-07:00,3.8,749,745,2450.0,B,MORTGAGE,917.0,69.4,132559962,2018-05-01T10:00:00.000-07:00,F,1,1,1,192.81,9.43,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,6025.0,1674.0,148926006,133.0,259,50,3,2,898.28,9.0,,,3.0,50.0,,3.0,,0,2,2,3,4,6,3,5,2,7,0.0,0,0,1,7,1,3,1,2,0,0,92,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T05:53:24.000-07:00,2286.0,,7.1,,,,,,,,,,,,,0.96,B1,0,36,0,153453,220536,13,46756,44470.0,32200,0,64100,32200
27,27,0,4,2018-05-01T05:59:17.000-07:00,OH,431xx,36.4,42000.0,,INDIVIDUAL,22544,37388.0,26.4,0,0,2018-05-01T05:49:40.000-07:00,0,0.0,,CASH,22.26,,2006-06-30T17:00:00.000-07:00,24.0,Accounting Technician ,2018-05-31T10:00:00.000-07:00,1.86,719,715,1975.0,A,MORTGAGE,1208.0,92.8,132565154,2018-05-01T10:00:00.000-07:00,F,3,0,0,184.47,6.71,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,6000.0,5667.0,148920279,130.0,142,2,2,2,1207.85,,,,14.0,2.0,,14.0,,0,7,7,9,9,7,9,11,7,12,0.0,0,0,1,12,1,2,0,2,1,1,100,0.0,0,0,major_purchase,APPROVED,2018-05-01T06:30:19.000-07:00,13412.0,,26.4,,,,,,,,,,,,,0.83,A3,0,36,0,270526,292767,20,89171,75759.0,50800,0,56367,50800
28,28,0,5,2018-05-01T09:08:52.000-07:00,NY,108xx,23.3,87000.0,,INDIVIDUAL,890,20152.0,21.3,0,0,2018-05-01T09:06:22.000-07:00,1,0.0,,CASH,12.99,,2007-05-31T17:00:00.000-07:00,120.0,Correction officer,2018-05-31T10:00:00.000-07:00,3.8,724,720,6925.0,B,RENT,1300.0,35.1,132567043,2018-05-01T10:00:00.000-07:00,F,1,2,0,354.53,9.92,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,3519.0,148930289,131.0,127,11,9,0,0.0,19.0,,,9.0,13.0,,9.0,19.0,0,5,9,7,8,7,18,22,9,20,0.0,0,0,2,20,0,2,1,1,1,4,96,14.3,0,0,debt_consolidation,APPROVED,2018-05-01T09:10:39.000-07:00,6960.0,,15.3,,,,,,,,,,,,,0.96,B2,0,36,0,17804,76475,29,17804,10844.0,25600,0,30875,45600
29,29,0,8,2018-04-30T17:15:53.000-07:00,CO,813xx,30.2,32000.0,,INDIVIDUAL,1656,22755.0,17.0,0,0,2018-04-30T17:05:41.000-07:00,0,0.0,,DIRECT_PAY,35.58,,2005-10-31T16:00:00.000-08:00,120.0,Stocker ,2018-05-31T10:00:00.000-07:00,14.72,739,735,1700.0,E,MORTGAGE,0.0,54.3,132530940,2018-05-01T10:00:00.000-07:00,F,1,2,1,233.1,25.81,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,5800.0,2853.0,148905870,122.0,150,3,3,0,0.0,64.0,,,8.0,3.0,,3.0,,0,3,3,5,15,7,10,21,3,11,0.0,0,0,4,11,3,1,1,2,3,6,96,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:06:25.000-07:00,4645.0,,13.2,,,,,,,,,,,,,1.58,E4,0,36,0,18212,60300,28,18212,13567.0,27400,1,25000,35300
30,30,0,6,2018-04-30T08:05:40.000-07:00,OH,454xx,58.2,50000.0,,INDIVIDUAL,24574,16481.0,21.9,0,0,2018-04-30T07:49:34.000-07:00,0,0.0,,CASH,24.99,,1984-09-29T17:00:00.000-07:00,24.0,Asset Protection Officer,2018-05-31T10:00:00.000-07:00,1.86,759,755,3575.0,A,MORTGAGE,1800.0,77.8,132515138,2018-05-01T10:00:00.000-07:00,F,5,0,0,243.63,6.07,,VERIFIED,,2018-05-01T10:00:00.000-07:00,8000.0,3130.0,148878851,138.0,403,5,5,2,1817.08,,,87.0,16.0,5.0,,13.0,,0,4,5,5,8,4,7,13,5,10,0.0,0,0,2,10,1,2,0,1,2,5,100,0.0,1,1,home_improvement,APPROVED,2018-05-01T09:50:17.000-07:00,5202.0,,22.5,,,,,,,,,,,,,0.83,A2,0,36,0,221165,271354,19,38016,32814.0,21100,5,42170,23100
31,31,0,5,2018-04-30T13:32:50.000-07:00,NC,285xx,45.0,41000.0,,INDIVIDUAL,1664,8137.0,26.0,0,0,2018-04-30T13:27:46.000-07:00,0,0.0,,CASH,10.86,,1997-01-29T16:00:00.000-08:00,120.0,teacher parent,2018-05-31T10:00:00.000-07:00,6.8,744,740,1600.0,C,RENT,600.0,71.3,132530134,2018-05-01T10:00:00.000-07:00,F,5,3,3,218.96,14.07,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,6400.0,1905.0,148893988,135.0,255,17,5,0,0.0,,,,5.0,17.0,,1.0,,0,2,3,4,11,9,9,19,3,10,0.0,0,0,1,10,1,1,1,3,0,2,100,25.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:41:56.000-07:00,3891.0,,20.4,,,,,,,,,,,,,1.13,C3,0,36,0,16641,36980,28,16641,12750.0,11000,0,17880,19100
32,32,0,1,2018-05-01T05:39:01.000-07:00,NY,125xx,33.2,46000.0,,INDIVIDUAL,2291,585.0,72.1,0,0,2018-05-01T05:21:31.000-07:00,1,0.0,,CASH,21.0,,2001-07-31T17:00:00.000-07:00,120.0,Site supervisor,2018-05-31T10:00:00.000-07:00,3.8,694,690,5175.0,B,RENT,800.0,31.1,132556950,2018-05-01T10:00:00.000-07:00,F,0,0,0,332.05,11.98,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,955.0,148922024,180.0,201,15,15,0,0.0,4.0,,,59.0,15.0,,17.0,,1,2,4,2,3,2,4,9,4,6,0.0,0,0,0,6,0,2,0,0,0,1,81,0.0,0,0,credit_card,APPROVED,2018-05-01T06:02:39.000-07:00,3349.0,,41.9,,,,,,,,,,,,,0.96,B5,0,36,0,13744,41430,11,13744,10395.0,2100,0,33430,8000
33,33,0,2,2018-05-01T07:19:19.000-07:00,FL,347xx,69.2,48000.0,,INDIVIDUAL,11616,6580.0,73.0,0,0,2018-04-30T06:34:49.000-07:00,2,0.0,,CASH,24.63,,2005-10-29T17:00:00.000-07:00,120.0,Flight attendant,2018-05-31T10:00:00.000-07:00,14.72,664,660,5100.0,E,MORTGAGE,848.0,64.8,132503866,2018-05-01T10:00:00.000-07:00,F,0,0,0,391.65,23.87,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,4478.0,148866577,24.0,150,5,5,1,848.0,16.0,19.0,,24.0,5.0,16.0,,16.0,1,8,9,8,12,1,9,16,9,11,0.0,0,1,1,11,1,1,0,1,1,1,94,50.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:21:17.000-07:00,18729.0,,72.3,,,,,,,,,,,,,1.58,E2,0,36,0,127779,149147,19,30552,11823.0,24400,0,18247,25900
34,34,0,7,2018-05-01T09:37:37.000-07:00,CO,807xx,56.9,66000.0,,INDIVIDUAL,10570,13541.0,36.4,0,0,2018-05-01T09:23:45.000-07:00,0,0.0,,CASH,16.2,,2005-02-28T16:00:00.000-08:00,84.0,Grain Merchandiser,2018-05-31T10:00:00.000-07:00,6.8,714,710,875.0,C,MORTGAGE,575.0,77.5,132571970,2018-05-01T10:00:00.000-07:00,F,1,4,2,203.85,13.58,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,6000.0,4645.0,148937126,158.0,109,6,6,2,744.15,,,113.0,7.0,6.0,,6.0,,0,3,4,6,6,12,7,8,4,11,0.0,0,0,4,11,1,3,2,3,2,3,100,33.3,1,1,car,APPROVED,2018-05-01T09:40:34.000-07:00,7789.0,,35.7,,,,,,,,,,,,,1.13,C2,0,36,0,116269,140144,22,25109,17320.0,21300,0,22344,21800
35,35,0,7,2018-05-01T07:05:20.000-07:00,TN,373xx,63.2,70000.0,,INDIVIDUAL,16035,7858.0,21.4,0,0,2018-05-01T06:45:41.000-07:00,0,0.0,,CASH,31.24,,2004-12-31T16:00:00.000-08:00,120.0,Maintenance Supervisor,2018-05-31T10:00:00.000-07:00,6.8,729,725,5650.0,C,MORTGAGE,1060.0,76.4,132563080,2018-05-01T10:00:00.000-07:00,F,2,1,0,368.58,12.61,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,1902.0,148929125,160.0,151,10,2,2,0.0,28.0,,,2.0,10.0,28.0,8.0,28.0,0,2,4,3,7,8,5,10,4,8,0.0,0,0,4,8,1,3,2,3,2,4,85,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:13:48.000-07:00,4593.0,,32.1,,,,,,,,,,,,,1.13,C1,0,36,0,128280,175810,20,128280,123687.0,10000,2,161510,14300
36,36,0,3,2018-05-01T09:19:32.000-07:00,CO,800xx,88.3,50000.0,,INDIVIDUAL,30113,16765.0,20.5,0,0,2018-05-01T09:18:05.000-07:00,0,0.0,,CASH,33.15,,1999-03-31T16:00:00.000-08:00,,,2018-05-31T10:00:00.000-07:00,6.8,669,665,3525.0,C,MORTGAGE,1402.0,136.6,132571948,2018-05-01T10:00:00.000-07:00,F,0,1,0,301.56,12.61,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,9000.0,4235.0,148937100,154.0,229,1,1,3,1402.08,65.0,65.0,57.0,11.0,1.0,,8.0,,1,2,2,4,10,10,4,11,2,9,0.0,0,0,3,9,1,4,1,1,1,1,72,0.0,1,1,credit_card,APPROVED,2018-05-01T09:29:24.000-07:00,4335.0,,20.5,,,,,,,,,,,,,1.13,C1,0,36,0,271018,300682,24,61501,57166.0,21100,0,67682,21100
37,37,0,4,2018-05-01T09:04:58.000-07:00,IL,605xx,73.5,25000.0,,INDIVIDUAL,1102,906.0,82.9,0,0,2018-05-01T08:41:01.000-07:00,0,0.0,,CASH,7.35,,2004-02-29T16:00:00.000-08:00,24.0,inserter,2018-05-31T10:00:00.000-07:00,6.8,689,685,6400.0,C,RENT,500.0,,132572720,2018-05-01T10:00:00.000-07:00,F,0,0,0,421.95,16.01,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,12000.0,2478.0,148938835,170.0,23,13,13,0,0.0,,,,170.0,13.0,,22.0,,0,3,4,3,3,1,4,4,4,4,0.0,0,0,0,4,0,0,0,0,0,4,100,33.3,0,0,other,APPROVED,2018-05-01T09:10:30.000-07:00,4408.0,,73.5,,,,,,,,,,,,,1.13,C5,0,36,0,4408,6000,5,4408,0.0,5300,0,0,6000
38,38,0,2,2018-05-01T06:43:56.000-07:00,MA,027xx,78.3,100000.0,,INDIVIDUAL,4899,2474.0,38.1,0,0,2018-05-01T06:37:14.000-07:00,7,0.0,,CASH,4.57,,1994-09-30T17:00:00.000-07:00,72.0,Pipefitter,2018-05-31T10:00:00.000-07:00,11.12,669,665,2100.0,D,RENT,900.0,91.6,132565364,2018-05-01T10:00:00.000-07:00,F,5,10,0,291.03,18.45,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,8000.0,1526.0,148920503,283.0,36,13,11,0,0.0,15.0,15.0,,11.0,36.0,,2.0,,15,1,2,1,1,19,2,2,2,3,0.0,0,7,1,3,0,1,1,1,0,1,28,0.0,0,0,major_purchase,APPROVED,2018-05-01T06:58:11.000-07:00,1538.0,,35.0,,,,,,,,,,,,,1.36,D2,0,36,0,14696,18764,21,14696,13158.0,4000,0,14364,4400
39,39,0,3,2018-04-30T18:08:24.000-07:00,FL,330xx,65.4,60000.0,,INDIVIDUAL,5019,5220.0,80.8,0,0,2018-04-30T18:05:52.000-07:00,0,0.0,,CASH,34.0,,2011-03-31T17:00:00.000-07:00,24.0,President Owner,2018-05-31T10:00:00.000-07:00,11.12,684,680,4050.0,D,RENT,500.0,56.5,132532003,2018-05-01T10:00:00.000-07:00,F,2,3,2,358.88,17.47,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,8439.0,148907065,66.0,85,3,3,0,0.0,,,,21.0,23.0,,1.0,,0,7,11,8,9,3,12,15,11,14,0.0,0,0,1,14,1,2,0,1,1,2,100,50.0,0,0,other,APPROVED,2018-05-01T08:31:52.000-07:00,25643.0,,72.0,,,,,,,,,,,,,1.36,D1,0,36,0,70270,99214,18,70270,44627.0,27200,0,63614,35600
40,40,0,2,2018-05-01T08:10:37.000-07:00,VA,226xx,60.7,115000.0,,INDIVIDUAL,14607,7472.0,82.0,1,0,2018-05-01T08:04:40.000-07:00,1,0.0,,CASH,15.87,,1989-04-30T17:00:00.000-07:00,120.0,Budget Analyst,2018-05-31T10:00:00.000-07:00,6.8,704,700,28275.0,C,MORTGAGE,917.0,59.8,132565760,2018-05-01T10:00:00.000-07:00,F,3,3,0,1213.98,15.04,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,35000.0,27893.0,148930936,60.0,348,20,9,1,984.21,12.0,12.0,,9.0,33.0,,7.0,12.0,1,2,3,3,3,3,8,13,3,12,0.0,0,1,1,12,0,3,1,1,0,1,94,66.7,0,0,debt_consolidation,APPROVED,2018-05-01T08:19:28.000-07:00,34106.0,,61.6,,,,,,,,,,,,,1.13,C4,0,36,0,160676,242562,19,66205,32099.0,41500,2,53662,55400
41,41,0,6,2018-04-30T12:59:26.000-07:00,AZ,852xx,88.3,82000.0,,INDIVIDUAL,51989,9792.0,69.8,0,0,2018-04-30T12:55:14.000-07:00,0,0.0,,CASH,20.74,,2005-09-29T17:00:00.000-07:00,,,2018-05-31T10:00:00.000-07:00,6.8,674,670,2925.0,C,MORTGAGE,1800.0,96.3,132526657,2018-05-01T10:00:00.000-07:00,F,1,1,0,342.12,14.07,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,14426.0,148891537,134.0,151,18,8,6,1693.3,,,,8.0,18.0,,11.0,,0,3,3,3,5,10,3,10,3,7,0.0,0,0,3,7,0,3,3,3,0,1,100,66.7,0,0,credit_card,APPROVED,2018-05-01T08:41:02.000-07:00,22608.0,,69.8,,,,,,,,,,,,,1.13,C3,0,36,0,363920,381288,26,95111,72503.0,32400,1,75288,32400
42,42,0,7,2018-04-30T15:32:33.000-07:00,FL,334xx,74.3,75000.0,,INDIVIDUAL,2883,1301.0,79.3,0,0,2018-04-30T15:29:52.000-07:00,0,0.0,,CASH,16.96,,2006-06-29T17:00:00.000-07:00,120.0,General Agent,2018-05-31T10:00:00.000-07:00,3.8,669,665,3600.0,B,MORTGAGE,1600.0,84.8,132540155,2018-05-01T10:00:00.000-07:00,F,0,1,0,365.26,11.98,,VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,4097.0,148904052,142.0,140,3,3,0,0.0,,,,9.0,24.0,,12.0,,0,3,10,3,3,5,11,11,10,13,0.0,0,0,5,13,2,2,2,2,3,5,100,33.3,0,0,debt_consolidation,APPROVED,2018-05-01T08:05:51.000-07:00,9939.0,,55.2,,,,,,,,,,,,,0.96,B5,0,36,334,37476,50466,16,37476,27537.0,6300,2,32466,18000
43,43,0,8,2018-04-30T04:30:18.000-07:00,NY,147xx,44.8,32000.0,,INDIVIDUAL,3103,15768.0,6.1,0,0,2018-04-30T04:20:08.000-07:00,0,0.0,,CASH,30.61,,2010-02-27T16:00:00.000-08:00,12.0,Electrician ,2018-05-31T10:00:00.000-07:00,1.86,769,765,3550.0,A,OWN,,73.0,132497616,2018-05-01T10:00:00.000-07:00,F,1,2,0,344.5,7.96,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,11000.0,1032.0,148861270,83.0,98,10,10,0,0.0,,,,12.0,10.0,,7.0,,0,1,1,5,8,9,6,11,1,8,0.0,0,0,2,8,0,2,1,2,1,6,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-01T09:16:12.000-07:00,1032.0,,4.5,,,,,,,,,,,,,0.83,A5,0,36,0,24827,55374,20,24827,23795.0,16800,0,32574,22800
44,44,0,1,2018-05-01T06:42:04.000-07:00,NJ,076xx,55.9,108000.0,,INDIVIDUAL,45837,3891.0,82.5,0,0,2018-05-01T06:39:48.000-07:00,0,0.0,,CASH,16.91,,2004-08-31T17:00:00.000-07:00,120.0,Account Executive,2018-05-31T10:00:00.000-07:00,1.86,694,690,4175.0,A,MORTGAGE,1950.0,36.4,132564046,2018-05-01T10:00:00.000-07:00,F,3,3,0,372.4,7.34,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,12000.0,9874.0,148928137,164.0,148,46,19,2,2023.2,,,89.0,19.0,49.0,,3.0,,0,3,3,3,5,11,3,7,3,6,0.0,0,0,0,6,0,2,0,1,0,0,100,66.7,1,1,credit_card,APPROVED,2018-05-01T06:46:17.000-07:00,18309.0,,82.5,,,,,,,,,,,,,0.83,A4,0,36,0,275019,327985,20,29291,10982.0,22200,0,30185,22200
45,45,0,11,2018-04-30T16:41:07.000-07:00,MS,395xx,30.6,47000.0,,INDIVIDUAL,13127,36614.0,29.7,0,0,2018-04-30T16:31:15.000-07:00,0,0.0,,DIRECT_PAY,10.6,,2006-01-29T16:00:00.000-08:00,108.0,Marketing rep,2018-05-31T10:00:00.000-07:00,1.86,704,700,3925.0,A,MORTGAGE,1470.0,,132536492,2018-05-01T10:00:00.000-07:00,F,0,2,0,365.45,6.07,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,12000.0,5812.0,148900428,,147,4,4,5,1469.93,29.0,81.0,,,4.0,43.0,11.0,43.0,0,10,12,10,12,0,12,14,12,13,0.0,0,0,8,13,3,0,0,0,7,10,84,10.0,0,0,debt_consolidation,APPROVED,2018-05-01T07:48:38.000-07:00,17644.0,,30.6,,,,,,,,,,,,,0.83,A2,0,36,0,170646,212700,19,17644,0.0,52100,0,0,57700
46,46,0,1,2018-04-28T12:47:25.000-07:00,CA,913xx,0.1,40000.0,,INDIVIDUAL,2,3997.0,0.1,0,0,2018-04-28T12:37:06.000-07:00,0,0.0,,CASH,0.09,,2008-08-27T17:00:00.000-07:00,48.0,Technician applicator,2018-05-31T10:00:00.000-07:00,3.8,669,665,1700.0,B,RENT,800.0,,132455211,2018-05-01T10:00:00.000-07:00,F,0,1,0,326.92,10.9,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,10000.0,3.0,148818593,73.0,116,13,13,0,0.0,28.0,64.0,,73.0,13.0,64.0,12.0,28.0,1,1,1,1,3,1,2,5,1,2,0.0,0,0,0,2,0,0,0,0,0,1,50,0.0,0,0,major_purchase,APPROVED,2018-05-01T08:07:51.000-07:00,3.0,,0.1,,,,,,,,,,,,,0.96,B4,0,36,0,3,4100,6,3,0.0,4000,0,0,4100
