,Unnamed: 0,accNowDelinq,accOpenPast24Mths,acceptD,addrState,addrZip,allUtil,annualInc,annualIncJoint,applicationType,avgCurBal,bcOpenToBuy,bcUtil,chargeoffWithin12Mths,collections12MthsExMed,creditPullD,delinq2Yrs,delinqAmnt,desc,disbursementMethod,dti,dtiJoint,earliestCrLine,empLength,empTitle,expD,expDefaultRate,ficoRangeHigh,ficoRangeLow,fundedAmount,grade,homeOwnership,housingPayment,iLUtil,id,ilsExpD,initialListStatus,inqFi,inqLast12m,inqLast6Mths,installment,intRate,investorCount,isIncV,isIncVJoint,listD,loanAmount,maxBalBc,memberId,moSinOldIlAcct,moSinOldRevTlOp,moSinRcntRevTlOp,moSinRcntTl,mortAcc,mtgPayment,mthsSinceLastDelinq,mthsSinceLastMajorDerog,mthsSinceLastRecord,mthsSinceRcntIl,mthsSinceRecentBc,mthsSinceRecentBcDlq,mthsSinceRecentInq,mthsSinceRecentRevolDelinq,numAcctsEver120Ppd,numActvBcTl,numActvRevTl,numBcSats,numBcTl,numIlTl,numOpRevTl,numRevAccts,numRevTlBalGt0,numSats,numTl120dpd2m,numTl30dpd,numTl90gDpd24m,numTlOpPast12m,openAcc,openAcc6m,openActIl,openIl12m,openIl24m,openRv12m,openRv24m,pctTlNvrDlq,percentBcGt75,pubRec,pubRecBankruptcies,purpose,reviewStatus,reviewStatusD,revolBal,revolBalJoint,revolUtil,secAppChargeoffWithin12Mths,secAppCollections12MthsExMed,secAppEarliestCrLine,secAppFicoRangeHigh,secAppFicoRangeLow,secAppInqLast6Mths,secAppMortAcc,secAppMthsSinceLastMajorDerog,secAppNumRevAccts,secAppOpenAcc,secAppOpenActIl,secAppRevolUtil,serviceFeeRate,subGrade,taxLiens,term,totCollAmt,totCurBal,totHiCredLim,totalAcc,totalBalExMort,totalBalIl,totalBcLimit,totalCuTl,totalIlHighCreditLimit,totalRevHiLim
63,63,0,12,2018-04-27T13:02:19.000-07:00,MD,218xx,79.6,41000.0,91000.0,JOINT,20112,246.0,96.3,0,0,2018-04-27T12:45:28.000-07:00,0,0.0,,CASH,88.0,39.97,2002-11-26T16:00:00.000-08:00,120.0,insurance specialist,2018-05-31T10:00:00.000-07:00,11.12,689,685,4950.0,D,MORTGAGE,941.0,77.4,132378628,2018-05-01T10:00:00.000-07:00,F,3,3,0,1195.61,20.39,,VERIFIED,VERIFIED,2018-05-01T10:00:00.000-07:00,32000.0,3531.0,148782879,146.0,185,7,7,2,0.0,34.0,34.0,,8.0,10.0,,7.0,42.0,1,2,4,2,10,22,4,24,4,10,0.0,0,0,5,10,0,6,3,8,2,4,95,100.0,0,0,debt_consolidation,APPROVED,2018-05-01T08:38:52.000-07:00,11831.0,16917.0,91.0,0.0,0.0,2006-06-26T17:00:00.000-07:00,664.0,660.0,0.0,0.0,,5.0,10.0,6.0,54.6,1.36,D4,0,36,0,201117,219150,48,201117,189286.0,6700,0,206150,13000
64,64,0,3,2018-05-01T05:35:50.000-07:00,NC,281xx,49.6,150000.0,,INDIVIDUAL,36526,30472.0,33.5,0,0,2018-05-01T05:30:43.000-07:00,2,0.0,,CASH,14.18,,2002-07-31T17:00:00.000-07:00,60.0,Software Engineer,2018-05-31T10:00:00.000-07:00,3.8,724,720,7200.0,B,MORTGAGE,2300.0,64.3,132563750,2018-05-01T10:00:00.000-07:00,F,0,1,0,1280.01,9.43,,NOT_VERIFIED,,2018-05-01T10:00:00.000-07:00,40000.0,8501.0,148917805,144.0,189,15,13,5,2315.0,4.0,,107.0,13.0,15.0,4.0,9.0,4.0,0,3,4,4,7,6,7,12,4,10,0.0,0,0,0,10,0,2,0,1,0,2,91,25.0,1,1,debt_consolidation,APPROVED,2018-05-01T06:02:29.000-07:00,15378.0,,30.2,,,,,,,,,,,,,0.96,B1,0,36,0,365262,458129,23,58869,43491.0,45800,2,67640,51000
65,65,0,2,2018-05-01T06:15:45.000-07:00,TX,762xx,27.3,182000.0,,INDIVIDUAL,13222,31599.0,16.0,0,0,2018-05-01T06:10:58.000-07:00,0,0.0,,CASH,10.37,,1990-04-30T17:00:00.000-07:00,120.0,Pilot,2018-05-31T10:00:00.000-07:00,2.36,749,745,6450.0,A,OWN,,55.7,132568165,2018-05-01T10:00:00.000-07:00,F,0,1,0,798.49,7.34,,SOURCE_VERIFIED,,2018-05-01T10:00:00.000-07:00,40000.0,3130.0,148922268,132.0,336,19,16,2,1530.32,,,,16.0,19.0,,2.0,,0,6,9,8,8,8,13,13,9,17,0.0,0,0,0,17,0,3,0,1,0,1,100,25.0,0,0,moving,APPROVED,2018-05-01T06:21:04.000-07:00,8933.0,,19.1,,,,,,,,,,,,,0.59,A4,0,60,0,224773,281033,23,72651,63718.0,37600,3,63617,46800
0,0,0,1,2018-04-26T12:46:06.000-07:00,KS,664xx,31.0,45000.0,135000.0,JOINT,2885,16938.0,22.7,0,0,2018-04-24T17:32:06.000-07:00,0,0.0,,CASH,6.99,9.06,2007-09-24T17:00:00.000-07:00,120.0,Carpenter ,2018-06-01T18:00:00.000-07:00,3.8,674,670,3600.0,B,OWN,,,132205835,2018-05-02T18:00:00.000-07:00,F,0,1,1,147.12,10.9,,SOURCE_VERIFIED,SOURCE_VERIFIED,2018-05-02T18:00:00.000-07:00,4500.0,4863.0,148376599,116.0,127,1,1,0,0.0,30.0,30.0,,80.0,1.0,30.0,1.0,30.0,1,2,3,3,3,12,4,4,3,4,0.0,0,0,1,4,1,0,0,0,1,1,91,50.0,0,0,major_purchase,APPROVED,2018-05-02T16:32:34.000-07:00,8656.0,22900.0,31.0,0.0,0.0,2004-09-24T17:00:00.000-07:00,659.0,655.0,0.0,0.0,30.0,13.0,12.0,2.0,41.3,0.96,B4,0,36,0,8656,27900,16,8656,0.0,21900,0,0,27900
1,1,0,4,2018-04-27T10:08:56.000-07:00,TX,790xx,59.0,200000.0,,INDIVIDUAL,13766,3388.0,82.0,0,0,2018-04-27T10:07:22.000-07:00,0,0.0,,CASH,20.93,,1973-02-26T16:00:00.000-08:00,120.0,Owner,2018-06-01T18:00:00.000-07:00,3.8,699,695,3200.0,B,MORTGAGE,1966.0,60.0,132368328,2018-05-02T18:00:00.000-07:00,F,0,5,3,240.01,9.43,,VERIFIED,,2018-05-02T18:00:00.000-07:00,7500.0,11869.0,148760552,542.0,410,4,4,3,1965.0,,,,15.0,46.0,,0.0,,0,13,29,13,13,20,29,33,27,34,,0,0,1,34,1,3,0,3,1,1,100,69.2,0,0,other,APPROVED,2018-05-02T15:37:00.000-07:00,77843.0,,59.0,,,,,,,,,,,,,0.96,B1,0,36,0,468048,582117,57,100582,20194.0,44050,1,33500,132800
2,2,0,10,2018-04-28T08:42:43.000-07:00,NY,119xx,40.6,40000.0,,INDIVIDUAL,469,6508.0,53.2,0,0,2018-04-28T08:30:27.000-07:00,0,0.0,,DIRECT_PAY,15.14,,1998-10-27T16:00:00.000-08:00,48.0,Nursing secretary,2018-06-01T18:00:00.000-07:00,6.8,669,665,3375.0,C,RENT,400.0,,132431687,2018-05-02T18:00:00.000-07:00,F,0,1,1,254.81,13.58,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,7500.0,1273.0,148815050,,234,1,1,0,0.0,57.0,57.0,,,1.0,57.0,5.0,57.0,1,13,15,13,14,0,16,17,15,16,0.0,0,0,5,16,4,0,0,0,5,10,94,53.8,0,0,credit_card,APPROVED,2018-05-02T14:28:46.000-07:00,7509.0,,40.6,,,,,,,,,,,,,1.13,C2,0,36,549,7509,18500,17,7509,0.0,13900,0,0,18500
3,3,0,9,2018-04-27T10:45:13.000-07:00,CA,959xx,30.5,81700.0,,INDIVIDUAL,12749,12503.0,28.1,0,0,2018-04-18T07:20:02.000-07:00,0,0.0,,CASH,7.89,,2003-06-17T17:00:00.000-07:00,,,2018-06-01T18:00:00.000-07:00,3.8,679,675,3750.0,B,MORTGAGE,928.0,51.5,131835025,2018-05-02T18:00:00.000-07:00,F,2,6,1,384.01,9.43,,VERIFIED,,2018-05-02T18:00:00.000-07:00,12000.0,2624.0,147730245,24.0,178,4,4,3,938.19,,,64.0,8.0,4.0,,6.0,,0,4,6,5,7,3,11,15,6,14,0.0,0,0,5,14,2,2,1,3,3,5,100,25.0,1,1,home_improvement,APPROVED,2018-05-02T14:34:17.000-07:00,4992.0,,22.8,,,,,,,,,,,,,0.96,B1,0,36,0,165740,187400,21,9113,4121.0,17400,0,8000,21900
4,4,0,9,2018-04-28T21:27:12.000-07:00,FL,335xx,100.7,55200.0,,INDIVIDUAL,10382,,,0,0,2018-04-28T21:20:47.000-07:00,0,0.0,,CASH,34.94,,2004-08-28T17:00:00.000-07:00,120.0,Aviation Ordnance E-6,2018-06-01T18:00:00.000-07:00,11.12,674,670,10375.0,D,RENT,2200.0,103.5,132472260,2018-05-02T18:00:00.000-07:00,F,1,0,0,553.04,19.42,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,15000.0,0.0,148825743,164.0,120,54,6,0,0.0,43.0,43.0,,6.0,,,16.0,43.0,1,0,3,0,0,48,3,4,3,13,0.0,0,0,3,13,1,9,3,9,0,0,98,,0,0,debt_consolidation,APPROVED,2018-05-02T14:11:18.000-07:00,13597.0,,90.6,,,,,,,,,,,,,1.36,D3,0,36,0,134970,134233,53,134970,120137.0,0,16,117997,15000
5,5,0,3,2018-05-02T10:43:34.000-07:00,TX,773xx,52.6,160000.0,,INDIVIDUAL,4240,5473.0,82.6,0,0,2018-04-03T08:05:45.000-07:00,0,0.0,,CASH,14.55,,1991-05-02T17:00:00.000-07:00,24.0,Owner,2018-06-01T18:00:00.000-07:00,3.8,714,710,3650.0,B,OWN,,42.4,131106093,2018-05-02T18:00:00.000-07:00,F,0,0,0,140.58,10.9,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,4300.0,9079.0,146446688,124.0,323,9,9,0,0.0,,,,23.0,9.0,,,,0,7,8,7,8,6,10,15,8,13,0.0,0,0,1,13,0,3,0,1,1,2,100,71.4,0,0,other,APPROVED,2018-05-02T14:14:09.000-07:00,26145.0,,71.6,,,,,,,,,,,,,0.96,B4,0,36,0,55125,104832,21,55125,28980.0,31400,0,68332,36500
6,6,0,0,2018-05-01T07:22:47.000-07:00,IL,606xx,60.2,65000.0,,INDIVIDUAL,66446,93.0,96.3,0,0,2018-05-01T07:20:46.000-07:00,0,0.0,,CASH,1.37,,2004-11-30T16:00:00.000-08:00,,,2018-06-01T18:00:00.000-07:00,6.8,694,690,4000.0,C,MORTGAGE,1650.0,,132567521,2018-05-02T18:00:00.000-07:00,F,0,0,0,167.54,12.61,,VERIFIED,,2018-05-02T18:00:00.000-07:00,5000.0,2407.0,148921585,156.0,140,62,62,2,1597.92,,,101.0,146.0,91.0,,20.0,,0,1,1,1,1,2,2,3,1,3,0.0,0,0,0,3,0,0,0,0,0,0,100,100.0,1,1,home_improvement,APPROVED,2018-05-02T16:24:30.000-07:00,2407.0,,60.2,,,,,,,,,,,,,1.13,C1,0,36,0,199338,253287,7,2407,0.0,2500,1,0,4000
7,7,0,1,2018-05-01T13:18:21.000-07:00,TN,377xx,72.5,36000.0,62000.0,JOINT,32365,1705.0,76.3,0,0,2018-04-23T19:03:24.000-07:00,0,0.0,,DIRECT_PAY,16.87,11.61,2005-11-23T16:00:00.000-08:00,36.0,Electrician,2018-06-01T18:00:00.000-07:00,1.86,734,730,3300.0,A,MORTGAGE,1000.0,71.3,132150448,2018-05-02T18:00:00.000-07:00,F,0,0,0,150.56,5.31,,NOT_VERIFIED,NOT_VERIFIED,2018-05-02T18:00:00.000-07:00,5000.0,3751.0,148302646,25.0,149,21,21,3,1005.95,,,,25.0,21.0,,21.0,,0,3,3,3,4,1,3,5,3,5,0.0,0,0,0,5,0,1,0,0,0,1,100,33.3,0,0,debt_consolidation,APPROVED,2018-05-02T14:19:43.000-07:00,5495.0,,76.3,,,,,,,,,,,,,0.83,A1,0,36,0,161826,180019,9,22076,16581.0,7200,1,23247,7200
8,8,0,2,2018-05-02T15:32:47.000-07:00,IL,601xx,32.0,80000.0,,INDIVIDUAL,7586,9888.0,32.0,0,0,2018-04-30T18:08:24.000-07:00,0,0.0,,CASH,16.74,,2008-05-31T17:00:00.000-07:00,24.0,Lead Associate,2018-06-01T18:00:00.000-07:00,3.8,724,720,5750.0,B,MORTGAGE,700.0,63.0,132536823,2018-05-02T18:00:00.000-07:00,F,0,0,0,256.01,9.43,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,8000.0,4989.0,148900782,118.0,119,3,3,1,610.0,,29.0,,21.0,3.0,,15.0,,0,4,4,4,4,12,4,6,3,15,,0,0,1,15,1,10,0,1,1,1,100,0.0,0,0,home_improvement,APPROVED,2018-05-02T16:42:50.000-07:00,12586.0,,32.0,,,,,,,,,,,,,0.96,B1,0,36,0,113795,166071,19,46670,34084.0,39550,0,54321,39550
9,9,0,3,2018-05-02T15:44:42.000-07:00,CA,935xx,55.6,70000.0,,INDIVIDUAL,4862,600.0,87.5,0,0,2018-04-16T21:45:33.000-07:00,0,0.0,,CASH,18.67,,2014-10-16T17:00:00.000-07:00,48.0,Ride Mechanic,2018-06-01T18:00:00.000-07:00,3.8,729,725,3750.0,B,RENT,500.0,62.9,131666840,2018-05-02T18:00:00.000-07:00,F,1,0,0,193.38,9.92,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,6000.0,4200.0,147651529,41.0,42,14,14,0,0.0,,,,18.0,14.0,,15.0,,0,1,4,1,1,3,4,5,4,7,0.0,0,0,0,7,0,3,0,1,0,2,100,100.0,0,0,major_purchase,APPROVED,2018-05-02T15:47:59.000-07:00,9227.0,,42.3,,,,,,,,,,,,,0.96,B2,0,36,0,34035,61238,8,34035,24808.0,4800,4,39438,21800
10,10,0,7,2018-05-02T14:00:06.000-07:00,GA,302xx,39.2,35000.0,,INDIVIDUAL,932,515.0,53.2,0,0,2018-05-02T13:58:30.000-07:00,4,0.0,,CASH,18.69,,2006-05-01T17:00:00.000-07:00,,,2018-06-01T18:00:00.000-07:00,6.8,674,670,550.0,C,RENT,200.0,41.6,132660161,2018-05-02T18:00:00.000-07:00,F,0,2,1,104.93,15.04,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,3025.0,425.0,149028874,144.0,120,2,2,0,0.0,15.0,15.0,,5.0,4.0,15.0,3.0,15.0,6,2,3,2,7,14,5,12,3,8,0.0,0,4,4,8,4,2,1,4,3,3,69,0.0,0,0,home_improvement,APPROVED,2018-05-02T14:06:53.000-07:00,1214.0,,30.4,,,,,,,,,,,,,1.13,C4,0,36,0,7458,19018,26,7458,6244.0,1100,1,15018,4000
11,11,0,2,2018-05-02T12:51:06.000-07:00,FL,321xx,44.8,19200.0,,INDIVIDUAL,8263,8497.0,0.0,0,0,2018-05-02T12:44:05.000-07:00,0,0.0,,CASH,19.31,,2005-10-01T17:00:00.000-07:00,0.0,Warehouse,2018-06-01T18:00:00.000-07:00,1.86,729,725,2050.0,A,MORTGAGE,489.0,93.8,132655402,2018-05-02T18:00:00.000-07:00,F,3,2,0,152.27,6.07,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,5000.0,3.0,149015039,127.0,120,15,8,6,487.04,49.0,49.0,,8.0,15.0,,8.0,49.0,0,1,4,2,2,11,6,12,4,8,0.0,0,0,1,8,0,1,1,1,0,1,96,0.0,0,0,credit_card,APPROVED,2018-05-02T15:45:40.000-07:00,3529.0,,15.7,,,,,,,,,,,,,0.83,A2,0,36,0,57838,82995,29,16064,12535.0,8500,8,13365,22500
12,12,0,4,2018-04-27T08:07:38.000-07:00,VA,232xx,78.2,70000.0,,INDIVIDUAL,4655,999.0,88.5,0,0,2018-04-27T07:58:09.000-07:00,0,0.0,,CASH,15.65,,1978-10-26T17:00:00.000-07:00,0.0,bus driver,2018-06-01T18:00:00.000-07:00,3.8,699,695,1825.0,B,MORTGAGE,1161.0,83.7,132365637,2018-05-02T18:00:00.000-07:00,F,0,0,0,161.15,9.92,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,5000.0,3603.0,148756805,176.0,335,4,4,1,0.0,52.0,52.0,,12.0,17.0,77.0,14.0,77.0,4,3,5,3,5,15,9,13,5,11,0.0,0,0,2,11,1,2,1,1,1,3,86,100.0,0,0,home_improvement,APPROVED,2018-05-02T16:03:11.000-07:00,10839.0,,64.1,,,,,,,,,,,,,0.96,B2,0,36,0,46554,59567,29,46554,35715.0,8700,1,42667,16900
13,13,0,7,2018-05-02T13:13:43.000-07:00,NY,114xx,31.7,87000.0,,INDIVIDUAL,6313,86028.0,13.5,0,0,2018-05-01T07:12:00.000-07:00,0,0.0,,CASH,25.78,,2001-11-30T16:00:00.000-08:00,48.0,Principal Customer Service Coordinator ,2018-06-01T18:00:00.000-07:00,3.8,714,710,4525.0,B,RENT,700.0,72.7,132569433,2018-05-02T18:00:00.000-07:00,F,1,1,0,265.64,11.98,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,8000.0,11692.0,148923508,89.0,197,11,11,0,0.0,,,,16.0,11.0,,11.0,,0,6,9,13,19,6,17,32,9,20,0.0,0,0,1,20,0,3,0,2,1,5,100,7.7,0,0,home_improvement,APPROVED,2018-05-02T16:03:55.000-07:00,14331.0,,12.8,,,,,,,,,,,,,0.96,B5,0,36,376,126266,224134,38,126266,111935.0,99400,0,112334,111800
14,14,0,6,2018-04-30T14:28:44.000-07:00,TX,773xx,59.6,29000.0,,INDIVIDUAL,2860,4676.0,31.2,0,0,2018-04-11T06:52:14.000-07:00,0,0.0,,DIRECT_PAY,31.37,,1994-09-10T17:00:00.000-07:00,12.0,Reciever ,2018-06-01T18:00:00.000-07:00,14.72,719,715,3700.0,E,RENT,400.0,78.8,131425051,2018-05-02T18:00:00.000-07:00,F,0,1,1,285.67,24.84,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,7200.0,1066.0,147122341,150.0,283,2,2,0,0.0,,,100.0,26.0,2.0,,6.0,,0,3,6,3,3,3,7,9,6,8,0.0,0,0,1,8,1,1,0,0,1,6,100,0.0,1,1,debt_consolidation,APPROVED,2018-05-02T14:29:38.000-07:00,4299.0,,29.0,,,,,,,,,,,,,1.58,E3,0,36,50,22882,38393,12,22882,18583.0,6800,0,23593,14800
15,15,0,6,2018-05-02T14:24:19.000-07:00,CA,940xx,32.3,75000.0,,INDIVIDUAL,3472,48142.0,23.3,0,0,2018-05-02T14:13:00.000-07:00,0,0.0,,CASH,14.42,,2004-10-01T17:00:00.000-07:00,24.0,District Manager,2018-06-01T18:00:00.000-07:00,1.86,744,740,3325.0,A,RENT,3600.0,62.5,132668223,2018-05-02T18:00:00.000-07:00,F,1,2,1,217.23,7.34,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,7000.0,7728.0,149037943,40.0,163,1,1,0,0.0,,,,17.0,1.0,,4.0,,0,5,6,6,12,3,8,15,6,10,0.0,0,0,4,10,3,2,0,1,4,5,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-02T14:27:26.000-07:00,16651.0,,22.7,,,,,,,,,,,,,0.83,A4,0,36,0,31245,96666,18,31245,14594.0,62800,0,23366,73300
16,16,0,5,2018-05-02T16:25:41.000-07:00,VA,223xx,76.8,60852.0,,INDIVIDUAL,4220,499.0,90.6,0,0,2018-05-02T16:24:16.000-07:00,0,0.0,,CASH,23.49,,2009-07-01T17:00:00.000-07:00,48.0,Membership Assistant,2018-06-01T18:00:00.000-07:00,11.12,669,665,2300.0,D,RENT,1210.0,74.8,132670756,2018-05-02T18:00:00.000-07:00,F,1,1,0,224.18,20.39,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,6000.0,1854.0,149032552,106.0,69,10,9,0,0.0,,,77.0,9.0,10.0,,9.0,,0,4,5,4,5,10,5,6,5,9,0.0,0,0,2,9,0,4,1,3,1,2,100,100.0,1,1,debt_consolidation,APPROVED,2018-05-02T17:00:23.000-07:00,5697.0,,90.4,,,,,,,,,,,,,1.36,D4,0,36,0,37978,49446,16,37978,32281.0,5300,2,43146,6300
17,17,0,5,2018-05-02T11:45:34.000-07:00,CA,921xx,73.0,32428.0,,INDIVIDUAL,3804,2500.0,89.0,0,0,2018-05-02T11:42:54.000-07:00,0,0.0,,CASH,32.57,,2012-04-01T17:00:00.000-07:00,84.0,SUPERVISOR,2018-06-01T18:00:00.000-07:00,11.12,669,665,4850.0,D,RENT,200.0,88.0,132648367,2018-05-02T18:00:00.000-07:00,F,0,3,2,353.94,19.42,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,9600.0,4829.0,149004065,46.0,73,4,4,0,0.0,,,,4.0,4.0,,1.0,,0,3,7,3,3,3,7,7,7,9,,0,0,3,9,2,2,1,1,2,4,100,100.0,0,0,debt_consolidation,APPROVED,2018-05-02T14:59:00.000-07:00,10944.0,,73.0,,,,,,,,,,,,,1.36,D3,0,36,0,34243,41619,10,34243,23299.0,7500,0,26579,15040
18,18,0,3,2018-05-01T10:46:41.000-07:00,NY,108xx,78.8,128000.0,,INDIVIDUAL,39999,444.0,91.1,2,0,2018-05-01T10:43:08.000-07:00,1,0.0,,CASH,9.8,,2002-06-30T17:00:00.000-07:00,120.0,Manager,2018-06-01T18:00:00.000-07:00,3.8,679,675,5225.0,B,MORTGAGE,3200.0,83.4,132583356,2018-05-02T18:00:00.000-07:00,F,0,0,0,320.01,9.43,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,10000.0,1194.0,148938509,9.0,184,5,5,1,3224.53,22.0,81.0,,9.0,99.0,22.0,,22.0,3,6,9,6,8,1,13,18,9,15,0.0,0,0,3,15,2,1,1,1,2,2,71,100.0,0,0,home_improvement,APPROVED,2018-05-02T15:45:06.000-07:00,71933.0,,72.6,,,,,,,,,,,,,0.96,B1,0,36,0,559989,603475,21,85087,13154.0,5000,0,15775,76500
19,19,0,5,2018-05-02T15:46:53.000-07:00,CA,957xx,63.1,38650.0,,INDIVIDUAL,1845,1658.0,87.0,0,0,2018-05-02T15:29:40.000-07:00,0,0.0,,CASH,30.96,,2008-09-01T17:00:00.000-07:00,48.0,Manager ,2018-06-01T18:00:00.000-07:00,11.12,664,660,5075.0,D,RENT,0.0,60.1,132668559,2018-05-02T18:00:00.000-07:00,F,0,0,0,358.88,17.47,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,10000.0,2976.0,149038312,38.0,116,2,2,0,0.0,59.0,61.0,,38.0,2.0,59.0,14.0,59.0,2,7,10,7,9,1,16,22,10,17,0.0,0,0,1,17,1,1,0,0,1,5,82,71.4,0,0,debt_consolidation,APPROVED,2018-05-02T15:58:14.000-07:00,15420.0,,66.5,,,,,,,,,,,,,1.36,D1,0,36,0,31363,49725,23,31363,15943.0,12800,1,26525,23200
20,20,0,6,2018-04-29T21:54:11.000-07:00,CA,903xx,53.8,30000.0,,INDIVIDUAL,1571,2732.0,59.8,0,0,2018-04-24T19:53:15.000-07:00,0,0.0,,CASH,20.56,,2013-09-24T17:00:00.000-07:00,60.0,Securtary,2018-06-01T18:00:00.000-07:00,6.8,679,675,5050.0,C,RENT,200.0,98.8,132226342,2018-05-02T18:00:00.000-07:00,F,0,2,0,346.85,15.04,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,10000.0,3472.0,148388154,55.0,39,12,4,0,0.0,,,,4.0,16.0,,4.0,,0,4,7,4,4,2,8,9,7,9,0.0,0,0,2,9,1,1,1,1,1,5,100,25.0,0,0,credit_card,APPROVED,2018-05-02T16:11:55.000-07:00,7442.0,,38.2,,,,,,,,,,,,,1.13,C4,0,36,0,14135,26276,11,14135,6693.0,6800,0,6776,19500
21,21,0,7,2018-05-01T15:56:27.000-07:00,MI,484xx,83.3,22000.0,,INDIVIDUAL,23013,542.0,63.9,0,0,2018-05-01T15:51:32.000-07:00,0,0.0,,CASH,20.62,,2011-07-31T17:00:00.000-07:00,36.0,Behavioral Consultant,2018-06-01T18:00:00.000-07:00,6.8,664,660,2500.0,C,MORTGAGE,500.0,84.0,132592785,2018-05-02T18:00:00.000-07:00,F,0,5,0,277.48,15.04,,VERIFIED,,2018-05-02T18:00:00.000-07:00,8000.0,958.0,148957146,81.0,44,7,7,1,635.07,,,,7.0,7.0,,3.0,,0,1,2,1,2,6,2,4,2,8,0.0,0,0,4,8,0,5,3,3,1,3,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-02T17:43:17.000-07:00,1457.0,,72.8,,,,,,,,,,,,,1.13,C4,0,36,0,184100,181370,11,104617,103160.0,1500,0,98856,2000
22,22,0,5,2018-05-02T16:40:59.000-07:00,NC,280xx,57.5,75000.0,,INDIVIDUAL,3743,20568.0,65.7,0,0,2018-05-02T16:37:50.000-07:00,1,0.0,,CASH,17.82,,1993-05-01T17:00:00.000-07:00,120.0,RN,2018-06-01T18:00:00.000-07:00,1.86,684,680,3425.0,A,MORTGAGE,3000.0,103.6,132668846,2018-05-02T18:00:00.000-07:00,F,0,2,1,292.08,6.71,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,9500.0,16798.0,149038626,73.0,300,5,4,0,0.0,19.0,,,4.0,5.0,,5.0,,0,6,11,7,8,6,16,20,11,19,0.0,0,0,3,19,2,3,2,3,1,2,96,50.0,0,0,debt_consolidation,APPROVED,2018-05-02T16:43:34.000-07:00,41075.0,,44.7,,,,,,,,,,,,,0.83,A3,0,36,0,67373,117175,26,67373,26298.0,59900,1,25375,91800
23,23,0,3,2018-05-02T14:14:12.000-07:00,OH,442xx,55.1,42000.0,,INDIVIDUAL,3002,1573.0,55.1,0,0,2018-04-23T19:07:46.000-07:00,0,0.0,,CASH,15.09,,2014-07-23T17:00:00.000-07:00,48.0,Machinist,2018-06-01T18:00:00.000-07:00,1.86,729,725,3725.0,A,OWN,,70.7,132150472,2018-05-02T18:00:00.000-07:00,F,3,1,1,313.18,7.96,,SOURCE_VERIFIED,,2018-05-02T18:00:00.000-07:00,10000.0,1409.0,148302670,20.0,45,4,4,0,0.0,,,,20.0,4.0,,4.0,,0,2,4,2,2,1,5,6,4,6,0.0,0,0,2,6,2,1,0,1,2,2,100,0.0,0,0,debt_consolidation,APPROVED,2018-05-02T14:19:50.000-07:00,3537.0,,29.0,,,,,,,,,,,,,0.83,A5,0,36,0,18011,32663,7,18011,14474.0,3500,0,20463,12200
24,24,0,9,2018-05-02T14:18:52.000-07:00,MI,480xx,19.6,106000.0,,INDIVIDUAL,943,43836.0,19.6,0,0,2018-04-27T17:12:41.000-07:00,0,0.0,,CASH,7.47,,2012-01-27T16:00:00.000-08:00,120.0,Engineer,2018-06-01T18:00:00.000-07:00,1.86,699,695,3475.0,A,RENT,600.0,19.2,132383592,2018-05-02T18:00:00.000-07:00,F,0,4,2,307.45,6.71,,NOT_VERIFIED,,2018-05-02T18:00:00.000-07:00,10000.0,3233.0,148796942,63.0,75,8,8,0,0.0,41.0,54.0,,63.0,11.0,41.0,0.0,41.0,0,9,11,14,15,1,16,20,11,17,0.0,0,0,3,17,0,1,0,0,3,9,76,0.0,0,0,major_purchase,APPROVED,2018-05-02T17:44:39.000-07:00,11519.0,,19.8,,,,,,,,,,,,,0.83,A3,0,36,0,16032,81762,21,16032,4513.0,54500,0,23562,58200
